Question Type,No. of students attended the question,Time Taken ,Number of times MCQ option change,No. of Times compilation,No. of Hints used,Programming Language,Feedback,Correct,Wrong,Partially Correct,Maximum mark,Difficulty
1,378526,3609,0,0,0,0,1,283894.5,94631.5,0,40,MEDIUM
1,496652,2579,0,0,0,0,0,372489,124163,0,27,HARD
1,411732,4344,0,0,0,0,2,308799,102933,0,85,EASY
1,738315,2971,0,0,0,0,1,553736.25,184578.75,0,84,MEDIUM
1,397321,4970,0,0,0,0,0,297990.75,99330.25,0,53,HARD
1,250086,3625,0,0,0,0,2,187564.5,62521.5,0,71,EASY
1,285508,1985,0,0,0,0,2,214131,71377,0,33,EASY
1,545234,1668,0,0,0,0,2,408925.5,136308.5,0,30,EASY
1,180577,3973,0,0,0,0,1,135432.75,45144.25,0,94,MEDIUM
1,703003,1930,0,0,0,0,1,527252.25,175750.75,0,68,MEDIUM
1,806853,3350,0,0,0,0,2,605139.75,201713.25,0,96,EASY
1,204661,3174,0,0,0,0,1,153495.75,51165.25,0,80,MEDIUM
1,755004,1108,0,0,0,0,0,566253,188751,0,31,HARD
1,721310,4210,0,0,0,0,1,540982.5,180327.5,0,36,MEDIUM
1,496334,4830,0,0,0,0,1,372250.5,124083.5,0,43,MEDIUM
1,484236,4816,0,0,0,0,0,363177,121059,0,34,HARD
1,539155,1322,0,0,0,0,1,404366.25,134788.75,0,31,MEDIUM
1,590386,4204,0,0,0,0,0,442789.5,147596.5,0,20,HARD
1,256554,3356,0,0,0,0,2,192415.5,64138.5,0,30,EASY
1,745140,2526,0,0,0,0,2,558855,186285,0,97,EASY
1,934214,3842,0,0,0,0,1,700660.5,233553.5,0,70,MEDIUM
1,368297,1631,0,0,0,0,2,276222.75,92074.25,0,31,EASY
1,772920,3504,0,0,0,0,1,579690,193230,0,24,MEDIUM
1,494363,1445,0,0,0,0,0,370772.25,123590.75,0,64,HARD
1,608919,3653,0,0,0,0,1,456689.25,152229.75,0,26,MEDIUM
1,459423,2394,0,0,0,0,1,344567.25,114855.75,0,84,MEDIUM
1,386731,401,0,0,0,0,1,290048.25,96682.75,0,73,MEDIUM
1,914348,3441,0,0,0,0,1,685761,228587,0,66,MEDIUM
1,222619,2640,0,0,0,0,0,166964.25,55654.75,0,20,HARD
1,907638,1529,0,0,0,0,0,680728.5,226909.5,0,45,HARD
1,790944,2599,0,0,0,0,2,593208,197736,0,10,EASY
1,231041,4583,0,0,0,0,1,173280.75,57760.25,0,24,MEDIUM
1,940461,3499,0,0,0,0,1,705345.75,235115.25,0,27,MEDIUM
1,832424,2403,0,0,0,0,2,624318,208106,0,87,EASY
1,761474,2065,0,0,0,0,2,571105.5,190368.5,0,69,EASY
1,657288,1773,0,0,0,0,1,492966,164322,0,85,MEDIUM
1,138087,4103,0,0,0,0,0,103565.25,34521.75,0,81,HARD
1,262412,236,0,0,0,0,1,196809,65603,0,59,MEDIUM
1,130407,2669,0,0,0,0,1,97805.25,32601.75,0,97,MEDIUM
1,779437,1918,0,0,0,0,2,584577.75,194859.25,0,54,EASY
1,881886,1962,0,0,0,0,0,661414.5,220471.5,0,95,HARD
1,833536,4719,0,0,0,0,1,625152,208384,0,99,MEDIUM
1,963253,2554,0,0,0,0,2,722439.75,240813.25,0,81,EASY
1,602027,2080,0,0,0,0,0,451520.25,150506.75,0,74,HARD
1,968555,108,0,0,0,0,0,726416.25,242138.75,0,56,HARD
1,965454,557,0,0,0,0,0,724090.5,241363.5,0,95,HARD
1,324235,4186,0,0,0,0,0,243176.25,81058.75,0,79,HARD
1,456482,3607,0,0,0,0,2,342361.5,114120.5,0,71,EASY
1,273262,2952,0,0,0,0,1,204946.5,68315.5,0,98,MEDIUM
1,928213,2334,0,0,0,0,2,696159.75,232053.25,0,11,EASY
1,302880,465,0,0,0,0,1,227160,75720,0,11,MEDIUM
1,670037,2754,0,0,0,0,1,502527.75,167509.25,0,74,MEDIUM
1,797226,2663,0,0,0,0,0,597919.5,199306.5,0,82,HARD
1,530476,3171,0,0,0,0,0,397857,132619,0,28,HARD
1,652695,1124,0,0,0,0,1,489521.25,163173.75,0,13,MEDIUM
1,914757,4038,0,0,0,0,0,686067.75,228689.25,0,61,HARD
1,517297,824,0,0,0,0,2,387972.75,129324.25,0,81,EASY
1,541536,3844,0,0,0,0,0,406152,135384,0,49,HARD
1,575983,727,0,0,0,0,2,431987.25,143995.75,0,74,EASY
1,887352,4259,0,0,0,0,1,665514,221838,0,70,MEDIUM
1,683410,4842,0,0,0,0,2,512557.5,170852.5,0,11,EASY
1,251317,2901,0,0,0,0,1,188487.75,62829.25,0,81,MEDIUM
1,660224,2829,0,0,0,0,2,495168,165056,0,37,EASY
1,822883,222,0,0,0,0,1,617162.25,205720.75,0,85,MEDIUM
1,92942,3815,0,0,0,0,2,69706.5,23235.5,0,32,EASY
1,594252,3353,0,0,0,0,2,445689,148563,0,93,EASY
1,291043,2587,0,0,0,0,2,218282.25,72760.75,0,49,EASY
1,840211,747,0,0,0,0,1,630158.25,210052.75,0,26,MEDIUM
1,565907,1266,0,0,0,0,2,424430.25,141476.75,0,28,EASY
1,921286,3745,0,0,0,0,2,690964.5,230321.5,0,14,EASY
1,348846,885,0,0,0,0,1,261634.5,87211.5,0,65,MEDIUM
1,427193,2889,0,0,0,0,1,320394.75,106798.25,0,21,MEDIUM
1,256832,4339,0,0,0,0,2,192624,64208,0,71,EASY
1,728168,4039,0,0,0,0,2,546126,182042,0,87,EASY
1,749616,2131,0,0,0,0,0,562212,187404,0,76,HARD
1,163465,4219,0,0,0,0,1,122598.75,40866.25,0,97,MEDIUM
1,700283,3102,0,0,0,0,1,525212.25,175070.75,0,15,MEDIUM
1,940973,1772,0,0,0,0,0,705729.75,235243.25,0,63,HARD
1,373048,687,0,0,0,0,2,279786,93262,0,61,EASY
1,993997,696,0,0,0,0,2,745497.75,248499.25,0,95,EASY
1,887948,4454,0,0,0,0,0,665961,221987,0,100,HARD
1,338373,1735,0,0,0,0,0,253779.75,84593.25,0,79,HARD
1,702590,109,0,0,0,0,2,526942.5,175647.5,0,93,EASY
1,397826,1918,0,0,0,0,0,298369.5,99456.5,0,94,HARD
1,661627,1731,0,0,0,0,0,496220.25,165406.75,0,11,HARD
1,115123,3443,0,0,0,0,0,86342.25,28780.75,0,13,HARD
1,795300,3424,0,0,0,0,1,596475,198825,0,43,MEDIUM
1,262323,4389,0,0,0,0,2,196742.25,65580.75,0,36,EASY
1,337703,1735,0,0,0,0,1,253277.25,84425.75,0,74,MEDIUM
1,194097,2803,0,0,0,0,0,145572.75,48524.25,0,36,HARD
1,647145,2983,0,0,0,0,0,485358.75,161786.25,0,39,HARD
1,514793,1057,0,0,0,0,2,386094.75,128698.25,0,29,EASY
1,430136,4153,0,0,0,0,2,322602,107534,0,33,EASY
1,529330,3451,0,0,0,0,1,396997.5,132332.5,0,22,MEDIUM
1,633388,2656,0,0,0,0,2,475041,158347,0,26,EASY
1,296378,4572,0,0,0,0,0,222283.5,74094.5,0,22,HARD
1,246007,1811,0,0,0,0,0,184505.25,61501.75,0,21,HARD
1,149746,1463,0,0,0,0,1,112309.5,37436.5,0,45,MEDIUM
1,920397,4428,0,0,0,0,1,690297.75,230099.25,0,46,MEDIUM
1,294793,3693,0,0,0,0,1,221094.75,73698.25,0,84,MEDIUM
1,732909,1617,0,0,0,0,0,549681.75,183227.25,0,70,HARD
1,277704,4382,0,0,0,0,0,208278,69426,0,10,HARD
1,885590,2820,0,0,0,0,0,664192.5,221397.5,0,50,HARD
1,458131,510,0,0,0,0,0,343598.25,114532.75,0,93,HARD
1,191487,3652,0,0,0,0,1,143615.25,47871.75,0,44,MEDIUM
1,378937,2935,0,0,0,0,0,284202.75,94734.25,0,11,HARD
1,438987,3801,0,0,0,0,0,329240.25,109746.75,0,51,HARD
1,315631,108,0,0,0,0,1,236723.25,78907.75,0,28,MEDIUM
1,203473,1969,0,0,0,0,2,152604.75,50868.25,0,23,EASY
1,94232,2260,0,0,0,0,0,70674,23558,0,58,HARD
1,319774,3976,0,0,0,0,1,239830.5,79943.5,0,20,MEDIUM
1,944606,3788,0,0,0,0,0,708454.5,236151.5,0,30,HARD
1,570499,1286,0,0,0,0,0,427874.25,142624.75,0,68,HARD
1,459022,2724,0,0,0,0,1,344266.5,114755.5,0,65,MEDIUM
1,950454,4807,0,0,0,0,2,712840.5,237613.5,0,51,EASY
1,540237,1453,0,0,0,0,2,405177.75,135059.25,0,72,EASY
1,546092,3839,0,0,0,0,0,409569,136523,0,16,HARD
1,782347,1977,0,0,0,0,1,586760.25,195586.75,0,55,MEDIUM
1,406827,3091,0,0,0,0,1,305120.25,101706.75,0,84,MEDIUM
1,351487,4550,0,0,0,0,2,263615.25,87871.75,0,97,EASY
1,691005,441,0,0,0,0,0,518253.75,172751.25,0,19,HARD
1,294419,3740,0,0,0,0,1,220814.25,73604.75,0,16,MEDIUM
1,462903,4919,0,0,0,0,0,347177.25,115725.75,0,92,HARD
1,622823,2045,0,0,0,0,0,467117.25,155705.75,0,10,HARD
1,183071,3583,0,0,0,0,2,137303.25,45767.75,0,68,EASY
1,483392,3005,0,0,0,0,1,362544,120848,0,56,MEDIUM
1,110615,3519,0,0,0,0,2,82961.25,27653.75,0,89,EASY
1,367406,4185,0,0,0,0,1,275554.5,91851.5,0,11,MEDIUM
1,717105,1913,0,0,0,0,0,537828.75,179276.25,0,32,HARD
1,120248,1677,0,0,0,0,2,90186,30062,0,58,EASY
1,764245,4867,0,0,0,0,2,573183.75,191061.25,0,38,EASY
1,748122,285,0,0,0,0,0,561091.5,187030.5,0,68,HARD
1,546951,4038,0,0,0,0,2,410213.25,136737.75,0,27,EASY
1,740014,3355,0,0,0,0,1,555010.5,185003.5,0,77,MEDIUM
1,906781,3840,0,0,0,0,0,680085.75,226695.25,0,99,HARD
1,639766,377,0,0,0,0,2,479824.5,159941.5,0,83,EASY
1,787209,3517,0,0,0,0,0,590406.75,196802.25,0,83,HARD
1,299588,3738,0,0,0,0,2,224691,74897,0,51,EASY
1,305777,4914,0,0,0,0,0,229332.75,76444.25,0,17,HARD
1,884672,2336,0,0,0,0,1,663504,221168,0,47,MEDIUM
1,202325,2774,0,0,0,0,1,151743.75,50581.25,0,79,MEDIUM
1,336916,1406,0,0,0,0,2,252687,84229,0,37,EASY
1,319457,2240,0,0,0,0,0,239592.75,79864.25,0,62,HARD
1,691153,907,0,0,0,0,1,518364.75,172788.25,0,93,MEDIUM
1,664387,1317,0,0,0,0,0,498290.25,166096.75,0,59,HARD
1,209779,3280,0,0,0,0,1,157334.25,52444.75,0,15,MEDIUM
1,699576,3278,0,0,0,0,2,524682,174894,0,44,EASY
1,951139,1918,0,0,0,0,2,713354.25,237784.75,0,50,EASY
1,397439,3825,0,0,0,0,0,298079.25,99359.75,0,22,HARD
1,141330,4795,0,0,0,0,1,105997.5,35332.5,0,72,MEDIUM
1,393121,3386,0,0,0,0,1,294840.75,98280.25,0,16,MEDIUM
1,130321,4865,0,0,0,0,2,97740.75,32580.25,0,22,EASY
1,772363,1179,0,0,0,0,2,579272.25,193090.75,0,73,EASY
1,372666,1731,0,0,0,0,1,279499.5,93166.5,0,44,MEDIUM
1,911534,669,0,0,0,0,0,683650.5,227883.5,0,96,HARD
1,533899,3458,0,0,0,0,1,400424.25,133474.75,0,91,MEDIUM
1,990687,2377,0,0,0,0,0,743015.25,247671.75,0,32,HARD
1,822982,451,0,0,0,0,1,617236.5,205745.5,0,45,MEDIUM
1,140102,4049,0,0,0,0,2,105076.5,35025.5,0,80,EASY
1,296734,4432,0,0,0,0,2,222550.5,74183.5,0,57,EASY
1,786186,3354,0,0,0,0,1,589639.5,196546.5,0,70,MEDIUM
1,280981,2706,0,0,0,0,1,210735.75,70245.25,0,22,MEDIUM
1,377753,2586,0,0,0,0,1,283314.75,94438.25,0,59,MEDIUM
1,755920,3378,0,0,0,0,0,566940,188980,0,55,HARD
1,367309,2032,0,0,0,0,1,275481.75,91827.25,0,51,MEDIUM
1,641945,2181,0,0,0,0,1,481458.75,160486.25,0,61,MEDIUM
1,381892,4847,0,0,0,0,2,286419,95473,0,64,EASY
1,173387,3481,0,0,0,0,0,130040.25,43346.75,0,18,HARD
1,287548,3946,0,0,0,0,2,215661,71887,0,29,EASY
1,260976,2720,0,0,0,0,0,195732,65244,0,47,HARD
1,934750,3467,0,0,0,0,2,701062.5,233687.5,0,100,EASY
1,929413,158,0,0,0,0,0,697059.75,232353.25,0,65,HARD
1,542936,2227,0,0,0,0,1,407202,135734,0,13,MEDIUM
1,954792,4637,0,0,0,0,1,716094,238698,0,89,MEDIUM
1,764235,4155,0,0,0,0,0,573176.25,191058.75,0,66,HARD
1,498721,4285,0,0,0,0,0,374040.75,124680.25,0,46,HARD
1,732605,1207,0,0,0,0,2,549453.75,183151.25,0,68,EASY
1,155515,853,0,0,0,0,2,116636.25,38878.75,0,42,EASY
1,995466,3236,0,0,0,0,0,746599.5,248866.5,0,11,HARD
1,921249,3713,0,0,0,0,1,690936.75,230312.25,0,28,MEDIUM
1,532946,4938,0,0,0,0,1,399709.5,133236.5,0,38,MEDIUM
1,133959,1783,0,0,0,0,0,100469.25,33489.75,0,43,HARD
1,93118,2739,0,0,0,0,0,69838.5,23279.5,0,72,HARD
1,662241,1166,0,0,0,0,0,496680.75,165560.25,0,47,HARD
1,748468,2396,0,0,0,0,1,561351,187117,0,86,MEDIUM
1,520427,3585,0,0,0,0,1,390320.25,130106.75,0,100,MEDIUM
1,561056,4829,0,0,0,0,2,420792,140264,0,46,EASY
1,495821,1126,0,0,0,0,2,371865.75,123955.25,0,32,EASY
1,472437,2412,0,0,0,0,0,354327.75,118109.25,0,29,HARD
1,606874,1139,0,0,0,0,2,455155.5,151718.5,0,24,EASY
1,227854,1987,0,0,0,0,1,170890.5,56963.5,0,40,MEDIUM
1,920439,1004,0,0,0,0,0,690329.25,230109.75,0,52,HARD
1,250482,3051,0,0,0,0,2,187861.5,62620.5,0,45,EASY
1,235258,4393,0,0,0,0,2,176443.5,58814.5,0,46,EASY
1,536023,4844,0,0,0,0,2,402017.25,134005.75,0,75,EASY
1,103416,1987,0,0,0,0,2,77562,25854,0,97,EASY
1,824966,2850,0,0,0,0,1,618724.5,206241.5,0,46,MEDIUM
1,621768,2156,0,0,0,0,2,466326,155442,0,20,EASY
1,173347,4567,0,0,0,0,0,130010.25,43336.75,0,82,HARD
1,219883,922,0,0,0,0,0,164912.25,54970.75,0,28,HARD
1,599648,1085,0,0,0,0,0,449736,149912,0,64,HARD
1,831178,1802,0,0,0,0,2,623383.5,207794.5,0,80,EASY
1,933571,1036,0,0,0,0,1,700178.25,233392.75,0,25,MEDIUM
1,209155,679,0,0,0,0,1,156866.25,52288.75,0,96,MEDIUM
1,108001,4921,0,0,0,0,1,81000.75,27000.25,0,88,MEDIUM
1,671595,614,0,0,0,0,0,503696.25,167898.75,0,100,HARD
1,420557,2387,0,0,0,0,0,315417.75,105139.25,0,52,HARD
1,502217,3739,0,0,0,0,1,376662.75,125554.25,0,50,MEDIUM
1,328879,777,0,0,0,0,1,246659.25,82219.75,0,99,MEDIUM
1,309723,2858,0,0,0,0,2,232292.25,77430.75,0,76,EASY
1,998245,1761,0,0,0,0,1,748683.75,249561.25,0,57,MEDIUM
1,352917,247,0,0,0,0,2,264687.75,88229.25,0,74,EASY
1,904153,4205,0,0,0,0,1,678114.75,226038.25,0,72,MEDIUM
1,888316,4265,0,0,0,0,2,666237,222079,0,23,EASY
1,648058,2519,0,0,0,0,0,486043.5,162014.5,0,36,HARD
1,324087,1392,0,0,0,0,0,243065.25,81021.75,0,84,HARD
1,847150,3768,0,0,0,0,2,635362.5,211787.5,0,30,EASY
1,982800,2689,0,0,0,0,0,737100,245700,0,74,HARD
1,905788,4777,0,0,0,0,0,679341,226447,0,50,HARD
1,578162,2545,0,0,0,0,1,433621.5,144540.5,0,21,MEDIUM
1,633729,1476,0,0,0,0,0,475296.75,158432.25,0,41,HARD
1,800615,1266,0,0,0,0,1,600461.25,200153.75,0,57,MEDIUM
1,429320,796,0,0,0,0,2,321990,107330,0,28,EASY
1,958382,681,0,0,0,0,0,718786.5,239595.5,0,32,HARD
1,425884,4970,0,0,0,0,0,319413,106471,0,20,HARD
1,739056,1608,0,0,0,0,2,554292,184764,0,87,EASY
1,476554,2737,0,0,0,0,2,357415.5,119138.5,0,42,EASY
1,864893,1879,0,0,0,0,1,648669.75,216223.25,0,48,MEDIUM
1,840131,1282,0,0,0,0,2,630098.25,210032.75,0,66,EASY
1,566438,3758,0,0,0,0,1,424828.5,141609.5,0,93,MEDIUM
1,481415,1870,0,0,0,0,2,361061.25,120353.75,0,18,EASY
1,377376,3823,0,0,0,0,2,283032,94344,0,56,EASY
1,685255,1320,0,0,0,0,1,513941.25,171313.75,0,45,MEDIUM
1,348361,743,0,0,0,0,0,261270.75,87090.25,0,55,HARD
1,750304,226,0,0,0,0,1,562728,187576,0,48,MEDIUM
1,240942,1558,0,0,0,0,0,180706.5,60235.5,0,69,HARD
1,359216,3821,0,0,0,0,1,269412,89804,0,35,MEDIUM
1,570656,808,0,0,0,0,2,427992,142664,0,67,EASY
1,442131,3524,0,0,0,0,1,331598.25,110532.75,0,18,MEDIUM
1,837214,628,0,0,0,0,2,627910.5,209303.5,0,21,EASY
1,367217,2838,0,0,0,0,2,275412.75,91804.25,0,51,EASY
3,6102865,4877,0,0,0,0,0,4577148.75,1525716.25,0,54,HARD
3,3637585,6809,0,0,0,0,2,2728188.75,909396.25,0,40,EASY
3,4439884,1535,0,0,0,0,0,3329913,1109971,0,66,HARD
3,4094554,2092,0,0,0,0,1,3070915.5,1023638.5,0,42,MEDIUM
3,39754,5606,0,0,0,0,2,29815.5,9938.5,0,15,EASY
3,6121479,2323,0,0,0,0,1,4591109.25,1530369.75,0,42,MEDIUM
3,6038011,8579,0,0,0,0,2,4528508.25,1509502.75,0,62,EASY
3,1408533,6696,0,0,0,0,1,1056399.75,352133.25,0,75,MEDIUM
3,2651394,7161,0,0,0,0,2,1988545.5,662848.5,0,22,EASY
3,4635670,3614,0,0,0,0,2,3476752.5,1158917.5,0,22,EASY
3,3856294,8265,0,0,0,0,0,2892220.5,964073.5,0,58,HARD
3,3316097,2821,0,0,0,0,2,2487072.75,829024.25,0,89,EASY
3,4210105,3297,0,0,0,0,2,3157578.75,1052526.25,0,19,EASY
3,3940673,4948,0,0,0,0,0,2955504.75,985168.25,0,38,HARD
3,6286900,1252,0,0,0,0,0,4715175,1571725,0,66,HARD
3,6303477,3490,0,0,0,0,2,4727607.75,1575869.25,0,82,EASY
3,4400447,3660,0,0,0,0,2,3300335.25,1100111.75,0,15,EASY
3,4964047,4922,0,0,0,0,0,3723035.25,1241011.75,0,93,HARD
3,6439104,8694,0,0,0,0,1,4829328,1609776,0,100,MEDIUM
3,5488370,2134,0,0,0,0,0,4116277.5,1372092.5,0,54,HARD
3,5667375,1159,0,0,0,0,0,4250531.25,1416843.75,0,19,HARD
3,4510409,5920,0,0,0,0,2,3382806.75,1127602.25,0,44,EASY
3,5466433,1009,0,0,0,0,2,4099824.75,1366608.25,0,97,EASY
3,449030,7677,0,0,0,0,0,336772.5,112257.5,0,38,HARD
3,624765,2896,0,0,0,0,2,468573.75,156191.25,0,75,EASY
3,1512430,1632,0,0,0,0,2,1134322.5,378107.5,0,22,EASY
3,6776516,266,0,0,0,0,0,5082387,1694129,0,95,HARD
3,2517785,8839,0,0,0,0,2,1888338.75,629446.25,0,39,EASY
3,5108029,5254,0,0,0,0,1,3831021.75,1277007.25,0,74,MEDIUM
3,3746580,193,0,0,0,0,0,2809935,936645,0,39,HARD
3,5171856,2253,0,0,0,0,0,3878892,1292964,0,86,HARD
3,1282447,4285,0,0,0,0,1,961835.25,320611.75,0,48,MEDIUM
3,763276,8924,0,0,0,0,1,572457,190819,0,77,MEDIUM
3,6761483,3778,0,0,0,0,2,5071112.25,1690370.75,0,98,EASY
3,2115112,757,0,0,0,0,1,1586334,528778,0,66,MEDIUM
3,1180842,5629,0,0,0,0,1,885631.5,295210.5,0,87,MEDIUM
3,2151196,1713,0,0,0,0,0,1613397,537799,0,14,HARD
3,1566298,932,0,0,0,0,0,1174723.5,391574.5,0,95,HARD
3,5139632,3958,0,0,0,0,1,3854724,1284908,0,48,MEDIUM
3,2699831,1858,0,0,0,0,1,2024873.25,674957.75,0,89,MEDIUM
3,2849365,7965,0,0,0,0,0,2137023.75,712341.25,0,19,HARD
3,68349,1575,0,0,0,0,2,51261.75,17087.25,0,90,EASY
3,3239210,6500,0,0,0,0,2,2429407.5,809802.5,0,73,EASY
3,985805,1676,0,0,0,0,1,739353.75,246451.25,0,94,MEDIUM
3,1952332,3172,0,0,0,0,1,1464249,488083,0,38,MEDIUM
3,3899066,6138,0,0,0,0,0,2924299.5,974766.5,0,46,HARD
3,3107503,191,0,0,0,0,2,2330627.25,776875.75,0,13,EASY
3,279820,4071,0,0,0,0,0,209865,69955,0,14,HARD
3,261502,6109,0,0,0,0,1,196126.5,65375.5,0,80,MEDIUM
3,2883336,5319,0,0,0,0,0,2162502,720834,0,37,HARD
3,3329639,5773,0,0,0,0,2,2497229.25,832409.75,0,25,EASY
3,3134768,6273,0,0,0,0,1,2351076,783692,0,93,MEDIUM
3,3616348,725,0,0,0,0,2,2712261,904087,0,19,EASY
3,6144310,8590,0,0,0,0,0,4608232.5,1536077.5,0,71,HARD
3,2942405,3388,0,0,0,0,1,2206803.75,735601.25,0,17,MEDIUM
3,1410787,1332,0,0,0,0,0,1058090.25,352696.75,0,13,HARD
3,104443,3223,0,0,0,0,1,78332.25,26110.75,0,26,MEDIUM
3,6765108,7696,0,0,0,0,0,5073831,1691277,0,33,HARD
3,3098413,821,0,0,0,0,2,2323809.75,774603.25,0,67,EASY
3,6397973,6387,0,0,0,0,2,4798479.75,1599493.25,0,82,EASY
3,6017051,3844,0,0,0,0,2,4512788.25,1504262.75,0,34,EASY
3,6157410,6257,0,0,0,0,0,4618057.5,1539352.5,0,68,HARD
3,3194300,4574,0,0,0,0,1,2395725,798575,0,86,MEDIUM
3,2204928,1952,0,0,0,0,2,1653696,551232,0,24,EASY
3,1657065,2847,0,0,0,0,2,1242798.75,414266.25,0,52,EASY
3,6831533,1488,0,0,0,0,0,5123649.75,1707883.25,0,72,HARD
3,375419,5632,0,0,0,0,1,281564.25,93854.75,0,33,MEDIUM
3,3865787,1377,0,0,0,0,1,2899340.25,966446.75,0,16,MEDIUM
3,3180150,6603,0,0,0,0,2,2385112.5,795037.5,0,32,EASY
3,4272957,7838,0,0,0,0,0,3204717.75,1068239.25,0,34,HARD
3,2000054,7861,0,0,0,0,2,1500040.5,500013.5,0,58,EASY
3,2056368,6572,0,0,0,0,2,1542276,514092,0,22,EASY
3,5516447,5120,0,0,0,0,2,4137335.25,1379111.75,0,99,EASY
3,6862222,6980,0,0,0,0,2,5146666.5,1715555.5,0,91,EASY
3,4397503,7026,0,0,0,0,2,3298127.25,1099375.75,0,45,EASY
3,2108653,1214,0,0,0,0,1,1581489.75,527163.25,0,69,MEDIUM
3,6194219,4462,0,0,0,0,2,4645664.25,1548554.75,0,69,EASY
3,6075447,4190,0,0,0,0,1,4556585.25,1518861.75,0,35,MEDIUM
3,2232674,4558,0,0,0,0,1,1674505.5,558168.5,0,63,MEDIUM
3,1167490,1585,0,0,0,0,0,875617.5,291872.5,0,72,HARD
3,1032734,7754,0,0,0,0,1,774550.5,258183.5,0,22,MEDIUM
3,1619388,8264,0,0,0,0,2,1214541,404847,0,82,EASY
3,6336576,6259,0,0,0,0,2,4752432,1584144,0,16,EASY
3,6816366,4192,0,0,0,0,2,5112274.5,1704091.5,0,46,EASY
3,3327798,2251,0,0,0,0,2,2495848.5,831949.5,0,29,EASY
3,4849907,2763,0,0,0,0,2,3637430.25,1212476.75,0,39,EASY
3,5829929,3380,0,0,0,0,2,4372446.75,1457482.25,0,46,EASY
3,1454154,2351,0,0,0,0,2,1090615.5,363538.5,0,30,EASY
3,3411089,231,0,0,0,0,0,2558316.75,852772.25,0,80,HARD
3,4109048,1321,0,0,0,0,0,3081786,1027262,0,30,HARD
3,665646,507,0,0,0,0,0,499234.5,166411.5,0,26,HARD
3,4839880,4714,0,0,0,0,0,3629910,1209970,0,18,HARD
3,872764,5312,0,0,0,0,1,654573,218191,0,32,MEDIUM
3,6000950,4396,0,0,0,0,0,4500712.5,1500237.5,0,57,HARD
3,5123310,2750,0,0,0,0,2,3842482.5,1280827.5,0,82,EASY
3,2983330,3749,0,0,0,0,2,2237497.5,745832.5,0,26,EASY
3,2388959,6695,0,0,0,0,1,1791719.25,597239.75,0,85,MEDIUM
3,3114207,4357,0,0,0,0,1,2335655.25,778551.75,0,81,MEDIUM
3,1902075,1212,0,0,0,0,1,1426556.25,475518.75,0,74,MEDIUM
3,4508088,2667,0,0,0,0,2,3381066,1127022,0,46,EASY
3,2707943,2616,0,0,0,0,1,2030957.25,676985.75,0,53,MEDIUM
3,3873364,1625,0,0,0,0,2,2905023,968341,0,59,EASY
3,6547460,1841,0,0,0,0,0,4910595,1636865,0,84,HARD
3,302690,5493,0,0,0,0,1,227017.5,75672.5,0,95,MEDIUM
3,5402471,6441,0,0,0,0,0,4051853.25,1350617.75,0,26,HARD
3,5395613,6149,0,0,0,0,2,4046709.75,1348903.25,0,91,EASY
3,3629217,6970,0,0,0,0,1,2721912.75,907304.25,0,47,MEDIUM
3,2656422,3421,0,0,0,0,0,1992316.5,664105.5,0,13,HARD
3,1987555,8488,0,0,0,0,2,1490666.25,496888.75,0,88,EASY
3,6760791,7402,0,0,0,0,0,5070593.25,1690197.75,0,94,HARD
3,280127,4813,0,0,0,0,2,210095.25,70031.75,0,99,EASY
3,4844656,5100,0,0,0,0,1,3633492,1211164,0,13,MEDIUM
3,2930763,989,0,0,0,0,2,2198072.25,732690.75,0,59,EASY
3,6582108,7582,0,0,0,0,1,4936581,1645527,0,89,MEDIUM
3,662057,172,0,0,0,0,0,496542.75,165514.25,0,29,HARD
3,3911211,5463,0,0,0,0,0,2933408.25,977802.75,0,28,HARD
3,2809227,923,0,0,0,0,0,2106920.25,702306.75,0,100,HARD
3,3003156,8619,0,0,0,0,2,2252367,750789,0,17,EASY
3,2963037,8230,0,0,0,0,2,2222277.75,740759.25,0,61,EASY
3,4193126,389,0,0,0,0,0,3144844.5,1048281.5,0,43,HARD
3,1014244,1742,0,0,0,0,0,760683,253561,0,95,HARD
3,124429,6976,0,0,0,0,1,93321.75,31107.25,0,20,MEDIUM
3,1791378,3168,0,0,0,0,0,1343533.5,447844.5,0,10,HARD
3,1960503,5633,0,0,0,0,1,1470377.25,490125.75,0,19,MEDIUM
3,1777927,3332,0,0,0,0,2,1333445.25,444481.75,0,40,EASY
3,4971231,800,0,0,0,0,2,3728423.25,1242807.75,0,18,EASY
3,1246999,166,0,0,0,0,2,935249.25,311749.75,0,50,EASY
3,5161142,4362,0,0,0,0,2,3870856.5,1290285.5,0,85,EASY
3,1854816,6367,0,0,0,0,2,1391112,463704,0,53,EASY
3,3492046,7895,0,0,0,0,2,2619034.5,873011.5,0,93,EASY
3,6708097,4611,0,0,0,0,2,5031072.75,1677024.25,0,24,EASY
3,2730252,5040,0,0,0,0,0,2047689,682563,0,41,HARD
3,6769489,1099,0,0,0,0,0,5077116.75,1692372.25,0,90,HARD
3,3083734,3845,0,0,0,0,2,2312800.5,770933.5,0,87,EASY
3,4078080,3986,0,0,0,0,1,3058560,1019520,0,78,MEDIUM
3,725805,7197,0,0,0,0,1,544353.75,181451.25,0,42,MEDIUM
3,3546234,1178,0,0,0,0,0,2659675.5,886558.5,0,62,HARD
3,4862938,265,0,0,0,0,0,3647203.5,1215734.5,0,84,HARD
